TXS13,,,,,,
27,HP197,4/30/2013,9,0,Total_Phaeo (µg/L),0.69
27,HP197,4/30/2013,8,10,Total_Phaeo (µg/L),1.56
27,HP197,4/30/2013,7,20,Total_Phaeo (µg/L),1.79
27,HP197,4/30/2013,6,30,Total_Phaeo (µg/L),1.37
27,HP197,4/30/2013,5,40,Total_Phaeo (µg/L),1.59
27,HP197,4/30/2013,4,50,Total_Phaeo (µg/L),1.01
28,HL197,4/30/2013,10,0,<20,0.54
28,HL197,4/30/2013,9,10,<20,0.56
28,HL197,4/30/2013,8,20,<20,0.46
28,HL197,4/30/2013,7,30,<20,0.45
28,HL197,4/30/2013,6,40,<20,0.41
28,HL197,4/30/2013,5,50,<20,0.54
28,HL197,4/30/2013,10,0,>20,2.77
28,HL197,4/30/2013,9,10,>20,3
28,HL197,4/30/2013,8,20,>20,3.35
28,HL197,4/30/2013,7,30,>20,3.44
28,HL197,4/30/2013,6,40,>20,3.27
28,HL197,4/30/2013,5,50,>20,3.06
28,HL197,4/30/2013,10,0,Total,3.31
28,HL197,4/30/2013,9,10,Total,3.56
28,HL197,4/30/2013,8,20,Total,3.81
28,HL197,4/30/2013,7,30,Total,3.88
28,HL197,4/30/2013,6,40,Total,3.68
28,HL197,4/30/2013,5,50,Total,3.6
28,HL197,4/30/2013,10,0,Total_Phaeo (µg/L),0.69
28,HL197,4/30/2013,9,10,Total_Phaeo (µg/L),0.6
28,HL197,4/30/2013,8,20,Total_Phaeo (µg/L),1.09
28,HL197,4/30/2013,7,30,Total_Phaeo (µg/L),1.09
28,HL197,4/30/2013,6,40,Total_Phaeo (µg/L),1.39
28,HL197,4/30/2013,5,50,Total_Phaeo (µg/L),1.37
30,HH197,5/1/2013,10,0,<20,2.07
30,HH197,5/1/2013,8,10,<20,0.43
30,HH197,5/1/2013,7,20,<20,0.35
30,HH197,5/1/2013,6,30,<20,0.4
30,HH197,5/1/2013,5,40,<20,0.52
30,HH197,5/1/2013,4,50,<20,0.47
30,HH197,5/1/2013,10,0,>20,2.64
30,HH197,5/1/2013,8,10,>20,4.32
30,HH197,5/1/2013,7,20,>20,3.81
30,HH197,5/1/2013,6,30,>20,4.02
30,HH197,5/1/2013,5,40,>20,2.93
30,HH197,5/1/2013,4,50,>20,4.15
30,HH197,5/1/2013,10,0,Total,4.71
30,HH197,5/1/2013,8,10,Total,4.74
30,HH197,5/1/2013,7,20,Total,4.16
30,HH197,5/1/2013,6,30,Total,4.43
30,HH197,5/1/2013,5,40,Total,3.45
30,HH197,5/1/2013,4,50,Total,4.62
30,HH197,5/1/2013,10,0,Total_Phaeo (µg/L),0.85
30,HH197,5/1/2013,8,10,Total_Phaeo (µg/L),1.26
30,HH197,5/1/2013,7,20,Total_Phaeo (µg/L),1.73
30,HH197,5/1/2013,6,30,Total_Phaeo (µg/L),1.36
30,HH197,5/1/2013,5,40,Total_Phaeo (µg/L),2.65
30,HH197,5/1/2013,4,50,Total_Phaeo (µg/L),1.35
31,HD197,5/1/2013,10,0,<20,0.39
31,HD197,5/1/2013,8,10,<20,0.5
31,HD197,5/1/2013,7,20,<20,1.14
31,HD197,5/1/2013,6,30,<20,0.85
31,HD197,5/1/2013,5,40,<20,0.48
31,HD197,5/1/2013,4,50,<20,0.48
31,HD197,5/1/2013,10,0,>20,3.35
31,HD197,5/1/2013,8,10,>20,2.81
31,HD197,5/1/2013,7,20,>20,2.61
31,HD197,5/1/2013,6,30,>20,2.77
31,HD197,5/1/2013,5,40,>20,3.02
31,HD197,5/1/2013,4,50,>20,3.18
31,HD197,5/1/2013,10,0,Total,3.74
31,HD197,5/1/2013,8,10,Total,3.31
31,HD197,5/1/2013,7,20,Total,3.75
31,HD197,5/1/2013,6,30,Total,3.62
31,HD197,5/1/2013,5,40,Total,3.49
31,HD197,5/1/2013,4,50,Total,3.67
31,HD197,5/1/2013,10,0,Total_Phaeo (µg/L),1.19
31,HD197,5/1/2013,8,10,Total_Phaeo (µg/L),1.59
31,HD197,5/1/2013,7,20,Total_Phaeo (µg/L),0.6
31,HD197,5/1/2013,6,30,Total_Phaeo (µg/L),0.86
31,HD197,5/1/2013,5,40,Total_Phaeo (µg/L),1.64
31,HD197,5/1/2013,4,50,Total_Phaeo (µg/L),1.64
32,HX209,5/2/2013,12,0,<20,1.24
32,HX209,5/2/2013,11,10,<20,2.07
32,HX209,5/2/2013,10,20,<20,1.64
32,HX209,5/2/2013,8,40,<20,0.38
32,HX209,5/2/2013,7,50,<20,0.25
32,HX209,5/2/2013,12,0,>20,10.9
32,HX209,5/2/2013,11,10,>20,9.22
32,HX209,5/2/2013,10,20,>20,7.46
32,HX209,5/2/2013,8,40,>20,1.15
32,HX209,5/2/2013,7,50,>20,0.39
32,HX209,5/2/2013,12,0,Total,12.13
32,HX209,5/2/2013,11,10,Total,11.29
32,HX209,5/2/2013,10,20,Total,9.1
32,HX209,5/2/2013,8,40,Total,1.53
32,HX209,5/2/2013,7,50,Total,0.65
32,HX209,5/2/2013,12,0,Total_Phaeo (µg/L),1.37
32,HX209,5/2/2013,11,10,Total_Phaeo (µg/L),2.02
32,HX209,5/2/2013,10,20,Total_Phaeo (µg/L),1.95
32,HX209,5/2/2013,8,40,Total_Phaeo (µg/L),0.99
32,HX209,5/2/2013,7,50,Total_Phaeo (µg/L),0.45
33,HT209,5/2/2013,11,0,<20,1.14
33,HT209,5/2/2013,10,10,<20,0.77
33,HT209,5/2/2013,8,20,<20,0.67
33,HT209,5/2/2013,7,30,<20,0.67
33,HT209,5/2/2013,6,40,<20,0.6
33,HT209,5/2/2013,5,50,<20,0.32
33,HT209,5/2/2013,11,0,>20,10.9
33,HT209,5/2/2013,10,10,>20,10.39
33,HT209,5/2/2013,8,20,>20,10.98
33,HT209,5/2/2013,7,30,>20,10.22
33,HT209,5/2/2013,6,40,>20,6.7
33,HT209,5/2/2013,5,50,>20,1.13
33,HT209,5/2/2013,11,0,Total,12.03
33,HT209,5/2/2013,10,10,Total,11.16
33,HT209,5/2/2013,8,20,Total,11.65
33,HT209,5/2/2013,7,30,Total,10.9
33,HT209,5/2/2013,6,40,Total,7.31
33,HT209,5/2/2013,5,50,Total,1.45
33,HT209,5/2/2013,11,0,Total_Phaeo (µg/L),0.88
33,HT209,5/2/2013,10,10,Total_Phaeo (µg/L),0.97
33,HT209,5/2/2013,8,20,Total_Phaeo (µg/L),0.98
33,HT209,5/2/2013,7,30,Total_Phaeo (µg/L),0.98
33,HT209,5/2/2013,6,40,Total_Phaeo (µg/L),2
33,HT209,5/2/2013,5,50,Total_Phaeo (µg/L),0.64
34,HP209,5/2/2013,12,0,<20,0.68
34,HP209,5/2/2013,10,10,<20,0.8
34,HP209,5/2/2013,8,20,<20,0.56
34,HP209,5/2/2013,6,40,<20,0.53
34,HP209,5/2/2013,5,50,<20,0.64
34,HP209,5/2/2013,12,0,>20,11.31
34,HP209,5/2/2013,10,10,>20,10.02
34,HP209,5/2/2013,8,20,>20,10.81
34,HP209,5/2/2013,6,40,>20,9.51
34,HP209,5/2/2013,5,50,>20,7.92
34,HP209,5/2/2013,12,0,Total,11.99
34,HP209,5/2/2013,10,10,Total,10.81
34,HP209,5/2/2013,8,20,Total,11.37
34,HP209,5/2/2013,6,40,Total,10.04
34,HP209,5/2/2013,5,50,Total,8.56
34,HP209,5/2/2013,12,0,Total_Phaeo (µg/L),1.27
34,HP209,5/2/2013,10,10,Total_Phaeo (µg/L),1.12
34,HP209,5/2/2013,8,20,Total_Phaeo (µg/L),1.25
34,HP209,5/2/2013,6,40,Total_Phaeo (µg/L),1.61
34,HP209,5/2/2013,5,50,Total_Phaeo (µg/L),1.28
35,HL209,5/2/2013,12,0,<20,0.52
35,HL209,5/2/2013,11,10,<20,0.42
35,HL209,5/2/2013,10,20,<20,0.44
35,HL209,5/2/2013,8,30,<20,0.29
35,HL209,5/2/2013,7,40,<20,0.24
35,HL209,5/2/2013,6,50,<20,0.23
35,HL209,5/2/2013,12,0,>20,10.48
35,HL209,5/2/2013,11,10,>20,11.65
35,HL209,5/2/2013,10,20,>20,10.64
35,HL209,5/2/2013,8,30,>20,4.06
35,HL209,5/2/2013,7,40,>20,0.67
35,HL209,5/2/2013,6,50,>20,0.75
35,HL209,5/2/2013,12,0,Total,11
35,HL209,5/2/2013,11,10,Total,12.07
35,HL209,5/2/2013,10,20,Total,11.09
35,HL209,5/2/2013,8,30,Total,4.36
35,HL209,5/2/2013,7,40,Total,0.91
35,HL209,5/2/2013,6,50,Total,0.98
35,HL209,5/2/2013,12,0,Total_Phaeo (µg/L),2.52
35,HL209,5/2/2013,11,10,Total_Phaeo (µg/L),0.64
35,HL209,5/2/2013,10,20,Total_Phaeo (µg/L),1.31
35,HL209,5/2/2013,8,30,Total_Phaeo (µg/L),1.16
35,HL209,5/2/2013,7,40,Total_Phaeo (µg/L),0.51
35,HL209,5/2/2013,6,50,Total_Phaeo (µg/L),0.42
36,HH209,5/2/2013,10,0,<20,0.39
36,HH209,5/2/2013,8,10,<20,0.36
36,HH209,5/2/2013,7,20,<20,0.36
36,HH209,5/2/2013,6,30,<20,0.34
36,HH209,5/2/2013,5,40,<20,0.31
36,HH209,5/2/2013,4,50,<20,0.24
36,HH209,5/2/2013,10,0,>20,9.72
36,HH209,5/2/2013,8,10,>20,9.55
36,HH209,5/2/2013,7,20,>20,5.49
36,HH209,5/2/2013,6,30,>20,6.83
36,HH209,5/2/2013,5,40,>20,3.56
36,HH209,5/2/2013,4,50,>20,0.6
36,HH209,5/2/2013,10,0,Total,10.11
36,HH209,5/2/2013,8,10,Total,9.91
36,HH209,5/2/2013,7,20,Total,5.85
36,HH209,5/2/2013,6,30,Total,7.17
36,HH209,5/2/2013,5,40,Total,3.88
36,HH209,5/2/2013,4,50,Total,0.84
36,HH209,5/2/2013,10,0,Total_Phaeo (µg/L),1.48
36,HH209,5/2/2013,8,10,Total_Phaeo (µg/L),0.83
36,HH209,5/2/2013,7,20,Total_Phaeo (µg/L),3.58
36,HH209,5/2/2013,6,30,Total_Phaeo (µg/L),1.93
36,HH209,5/2/2013,5,40,Total_Phaeo (µg/L),2.16
36,HH209,5/2/2013,4,50,Total_Phaeo (µg/L),1.1
37,HD209,5/2/2012,9,0,<20,0.41
37,HD209,5/2/2012,8,10,<20,0.36
37,HD209,5/2/2012,7,20,<20,0.36
37,HD209,5/2/2012,6,30,<20,0.36
37,HD209,5/2/2012,5,40,<20,0.39
37,HD209,5/2/2012,4,50,<20,0.4
37,HD209,5/2/2012,9,0,>20,8.38
37,HD209,5/2/2012,8,10,>20,9.05
37,HD209,5/2/2012,7,20,>20,7.75
37,HD209,5/2/2012,6,30,>20,6.7
37,HD209,5/2/2012,5,40,>20,7.71
37,HD209,5/2/2012,4,50,>20,6.41
37,HD209,5/2/2012,9,0,Total,8.79
37,HD209,5/2/2012,8,10,Total,9.41
37,HD209,5/2/2012,7,20,Total,8.12
37,HD209,5/2/2012,6,30,Total,7.07
37,HD209,5/2/2012,5,40,Total,8.1
37,HD209,5/2/2012,4,50,Total,6.81
37,HD209,5/2/2012,9,0,Total_Phaeo (µg/L),1.26
37,HD209,5/2/2012,8,10,Total_Phaeo (µg/L),0.91
37,HD209,5/2/2012,7,20,Total_Phaeo (µg/L),1.29
37,HD209,5/2/2012,6,30,Total_Phaeo (µg/L),2.13
37,HD209,5/2/2012,5,40,Total_Phaeo (µg/L),1.13
37,HD209,5/2/2012,4,50,Total_Phaeo (µg/L),1.78
38,HD213,5/2/2013,12,0,<20,0.56
38,HD213,5/2/2013,11,10,<20,0.53
38,HD213,5/2/2013,9,20,<20,0.31
38,HD213,5/2/2013,8,30,<20,0.46
38,HD213,5/2/2013,7,40,<20,0.45
38,HD213,5/2/2013,6,50,<20,0.45
38,HD213,5/2/2013,12,0,>20,6.16
38,HD213,5/2/2013,11,10,>20,5.53
38,HD213,5/2/2013,9,20,>20,7.63
38,HD213,5/2/2013,8,30,>20,8.13
38,HD213,5/2/2013,7,40,>20,6.91
38,HD213,5/2/2013,6,50,>20,5.45
38,HD213,5/2/2013,12,0,Total,6.72
38,HD213,5/2/2013,11,10,Total,6.06
38,HD213,5/2/2013,9,20,Total,7.94
38,HD213,5/2/2013,8,30,Total,8.59
38,HD213,5/2/2013,7,40,Total,7.37
38,HD213,5/2/2013,6,50,Total,5.9
38,HD213,5/2/2013,12,0,Total_Phaeo (µg/L),0.79
38,HD213,5/2/2013,11,10,Total_Phaeo (µg/L),1.32
38,HD213,5/2/2013,9,20,Total_Phaeo (µg/L),1.28
38,HD213,5/2/2013,8,30,Total_Phaeo (µg/L),0.81
38,HD213,5/2/2013,7,40,Total_Phaeo (µg/L),1.29
38,HD213,5/2/2013,6,50,Total_Phaeo (µg/L),1.23
39,HH213,5/2/2013,12,0,<20,1.14
39,HH213,5/2/2013,11,10,<20,0.78
39,HH213,5/2/2013,10,20,<20,0.7
39,HH213,5/2/2013,8,30,<20,0.67
39,HH213,5/2/2013,7,40,<20,0.7
39,HH213,5/2/2013,6,50,<20,0.65
39,HH213,5/2/2013,12,0,>20,5.2
39,HH213,5/2/2013,11,10,>20,2.42
39,HH213,5/2/2013,10,20,>20,3.35
39,HH213,5/2/2013,8,30,>20,4.99
39,HH213,5/2/2013,7,40,>20,4.32
39,HH213,5/2/2013,6,50,>20,3.98
39,HH213,5/2/2013,12,0,Total,6.34
39,HH213,5/2/2013,11,10,Total,3.21
39,HH213,5/2/2013,10,20,Total,4.05
39,HH213,5/2/2013,8,30,Total,5.66
39,HH213,5/2/2013,7,40,Total,5.02
39,HH213,5/2/2013,6,50,Total,4.63
39,HH213,5/2/2013,12,0,Total_Phaeo (µg/L),0.92
39,HH213,5/2/2013,11,10,Total_Phaeo (µg/L),1.18
39,HH213,5/2/2013,10,20,Total_Phaeo (µg/L),1.28
39,HH213,5/2/2013,8,30,Total_Phaeo (µg/L),0.65
39,HH213,5/2/2013,7,40,Total_Phaeo (µg/L),0.78
39,HH213,5/2/2013,6,50,Total_Phaeo (µg/L),1.26
40,HL213,5/3/2013,12,0,<20,0.72
40,HL213,5/3/2013,11,10,<20,0.78
40,HL213,5/3/2013,10,20,<20,0.62
40,HL213,5/3/2013,8,40,<20,0.55
40,HL213,5/3/2013,7,50,<20,0.45
40,HL213,5/3/2013,12,0,>20,12.91
40,HL213,5/3/2013,11,10,>20,12.19
40,HL213,5/3/2013,10,20,>20,13.24
40,HL213,5/3/2013,8,40,>20,11.98
40,HL213,5/3/2013,7,50,>20,4.11
40,HL213,5/3/2013,12,0,Total,13.62
40,HL213,5/3/2013,11,10,Total,12.98
40,HL213,5/3/2013,10,20,Total,13.86
40,HL213,5/3/2013,8,40,Total,12.54
40,HL213,5/3/2013,7,50,Total,4.56
40,HL213,5/3/2013,12,0,Total_Phaeo (µg/L),1.67
40,HL213,5/3/2013,11,10,Total_Phaeo (µg/L),2.32
40,HL213,5/3/2013,10,20,Total_Phaeo (µg/L),1.38
40,HL213,5/3/2013,8,40,Total_Phaeo (µg/L),1.58
40,HL213,5/3/2013,7,50,Total_Phaeo (µg/L),1.49
41,HP213,5/3/2013,11,0,<20,0.66
41,HP213,5/3/2013,10,10,<20,0.91
41,HP213,5/3/2013,9,20,<20,0.69
41,HP213,5/3/2013,7,40,<20,0.59
41,HP213,5/3/2013,6,50,<20,0.5
41,HP213,5/3/2013,11,0,>20,11.69
41,HP213,5/3/2013,10,10,>20,10.69
41,HP213,5/3/2013,9,20,>20,10.77
41,HP213,5/3/2013,7,40,>20,10.22
41,HP213,5/3/2013,6,50,>20,3.98
41,HP213,5/3/2013,11,0,Total,12.35
41,HP213,5/3/2013,10,10,Total,11.59
41,HP213,5/3/2013,9,20,Total,11.46
41,HP213,5/3/2013,7,40,Total,10.82
41,HP213,5/3/2013,6,50,Total,4.48
41,HP213,5/3/2013,11,0,Total_Phaeo (µg/L),1.12
41,HP213,5/3/2013,10,10,Total_Phaeo (µg/L),1.58
41,HP213,5/3/2013,9,20,Total_Phaeo (µg/L),1.54
41,HP213,5/3/2013,7,40,Total_Phaeo (µg/L),1.4
41,HP213,5/3/2013,6,50,Total_Phaeo (µg/L),0.91
42,HT213,5/3/2013,9,0,<20,0.69
42,HT213,5/3/2013,8,10,<20,0.72
42,HT213,5/3/2013,7,20,<20,0.87
42,HT213,5/3/2013,6,30,<20,0.98
42,HT213,5/3/2013,5,40,<20,0.68
42,HT213,5/3/2013,4,50,<20,0.41
42,HT213,5/3/2013,9,0,>20,3.35
42,HT213,5/3/2013,8,10,>20,11.31
42,HT213,5/3/2013,7,20,>20,11.57
42,HT213,5/3/2013,6,30,>20,11.61
42,HT213,5/3/2013,5,40,>20,8.67
42,HT213,5/3/2013,4,50,>20,1.98
42,HT213,5/3/2013,9,0,Total,4.04
42,HT213,5/3/2013,8,10,Total,12.03
42,HT213,5/3/2013,7,20,Total,12.44
42,HT213,5/3/2013,6,30,Total,12.59
42,HT213,5/3/2013,5,40,Total,9.35
42,HT213,5/3/2013,4,50,Total,2.4
42,HT213,5/3/2013,9,0,Total_Phaeo (µg/L),18.04
42,HT213,5/3/2013,8,10,Total_Phaeo (µg/L),2.05
42,HT213,5/3/2013,7,20,Total_Phaeo (µg/L),2.39
42,HT213,5/3/2013,6,30,Total_Phaeo (µg/L),1.95
42,HT213,5/3/2013,5,40,Total_Phaeo (µg/L),1.34
42,HT213,5/3/2013,4,50,Total_Phaeo (µg/L),1.57
43,HX213,5/3/2013,12,0,<20,0.85
43,HX213,5/3/2013,11,10,<20,0.73
43,HX213,5/3/2013,10,20,<20,0.67
43,HX213,5/3/2013,9,30,<20,0.44
43,HX213,5/3/2013,8,40,<20,0.29
43,HX213,5/3/2013,7,50,<20,0.24
43,HX213,5/3/2013,12,0,>20,3.98
43,HX213,5/3/2013,11,10,>20,3.6
43,HX213,5/3/2013,10,20,>20,3.65
43,HX213,5/3/2013,9,30,>20,0.34
43,HX213,5/3/2013,8,40,>20,0.3
43,HX213,5/3/2013,7,50,>20,0.15
43,HX213,5/3/2013,12,0,Total,4.83
43,HX213,5/3/2013,11,10,Total,4.34
43,HX213,5/3/2013,10,20,Total,4.32
43,HX213,5/3/2013,9,30,Total,0.78
43,HX213,5/3/2013,8,40,Total,0.6
43,HX213,5/3/2013,7,50,Total,0.39
43,HX213,5/3/2013,12,0,Total_Phaeo (µg/L),0.89
43,HX213,5/3/2013,11,10,Total_Phaeo (µg/L),1.83
43,HX213,5/3/2013,10,20,Total_Phaeo (µg/L),1.77
43,HX213,5/3/2013,9,30,Total_Phaeo (µg/L),0.4
43,HX213,5/3/2013,8,40,Total_Phaeo (µg/L),0.36
43,HX213,5/3/2013,7,50,Total_Phaeo (µg/L),0.34
44,GAK11,5/3/2013,12,0,<20,0.5
44,GAK11,5/3/2013,11,10,<20,0.49
44,GAK11,5/3/2013,10,20,<20,0.45
44,GAK11,5/3/2013,8,40,<20,0.13
44,GAK11,5/3/2013,7,50,<20,0.1
44,GAK11,5/3/2013,12,0,>20,0.88
44,GAK11,5/3/2013,11,10,>20,0.87
44,GAK11,5/3/2013,10,20,>20,0.72
44,GAK11,5/3/2013,8,40,>20,0.11
44,GAK11,5/3/2013,7,50,>20,0.12
44,GAK11,5/3/2013,12,0,Total,1.38
44,GAK11,5/3/2013,11,10,Total,1.37
44,GAK11,5/3/2013,10,20,Total,1.18
44,GAK11,5/3/2013,8,40,Total,0.24
44,GAK11,5/3/2013,7,50,Total,0.22
44,GAK11,5/3/2013,12,0,Total_Phaeo (µg/L),0.38
44,GAK11,5/3/2013,11,10,Total_Phaeo (µg/L),0.49
44,GAK11,5/3/2013,10,20,Total_Phaeo (µg/L),0.63
44,GAK11,5/3/2013,8,40,Total_Phaeo (µg/L),0.22
44,GAK11,5/3/2013,7,50,Total_Phaeo (µg/L),0.21
45,GAK12,5/3/2013,12,0,<20,0.35
45,GAK12,5/3/2013,11,10,<20,0.34
45,GAK12,5/3/2013,10,20,<20,0.37
45,GAK12,5/3/2013,8,40,<20,0.23
45,GAK12,5/3/2013,7,50,<20,0.2
45,GAK12,5/3/2013,12,0,>20,0.05
45,GAK12,5/3/2013,11,10,>20,0.06
45,GAK12,5/3/2013,10,20,>20,0.05
45,GAK12,5/3/2013,8,40,>20,0.12
45,GAK12,5/3/2013,7,50,>20,0.08
45,GAK12,5/3/2013,12,0,Total,0.4
45,GAK12,5/3/2013,11,10,Total,0.4
45,GAK12,5/3/2013,10,20,Total,0.42
45,GAK12,5/3/2013,8,40,Total,0.35
45,GAK12,5/3/2013,7,50,Total,0.29
45,GAK12,5/3/2013,12,0,Total_Phaeo (µg/L),0.13
45,GAK12,5/3/2013,11,10,Total_Phaeo (µg/L),0.14
45,GAK12,5/3/2013,10,20,Total_Phaeo (µg/L),0.17
45,GAK12,5/3/2013,8,40,Total_Phaeo (µg/L),0.27
45,GAK12,5/3/2013,7,50,Total_Phaeo (µg/L),0.22
46,GAK13,5/3/2013,bucket,0,<20,0.6
46,GAK13,5/3/2013,12,10,<20,0.6
46,GAK13,5/3/2013,11,20,<20,0.55
46,GAK13,5/3/2013,10,30,<20,0.62
46,GAK13,5/3/2013,8,40,<20,0.57
46,GAK13,5/3/2013,7,50,<20,0.24
46,GAK13,5/3/2013,bucket,0,>20,1.35
46,GAK13,5/3/2013,12,10,>20,1.03
46,GAK13,5/3/2013,11,20,>20,0.93
46,GAK13,5/3/2013,10,30,>20,0.95
46,GAK13,5/3/2013,8,40,>20,0.89
46,GAK13,5/3/2013,7,50,>20,0.52
46,GAK13,5/3/2013,bucket,0,Total,1.94
46,GAK13,5/3/2013,12,10,Total,1.62
46,GAK13,5/3/2013,11,20,Total,1.48
46,GAK13,5/3/2013,10,30,Total,1.58
46,GAK13,5/3/2013,8,40,Total,1.47
46,GAK13,5/3/2013,7,50,Total,0.75
46,GAK13,5/3/2013,bucket,0,Total_Phaeo (µg/L),0.41
46,GAK13,5/3/2013,12,10,Total_Phaeo (µg/L),0.81
46,GAK13,5/3/2013,11,20,Total_Phaeo (µg/L),0.8
46,GAK13,5/3/2013,10,30,Total_Phaeo (µg/L),0.7
46,GAK13,5/3/2013,8,40,Total_Phaeo (µg/L),0.78
46,GAK13,5/3/2013,7,50,Total_Phaeo (µg/L),0.54
47,GAK10,5/4/2013,bucket,0,<20,0.5
47,GAK10,5/4/2013,12,10,<20,0.52
47,GAK10,5/4/2013,11,20,<20,0.18
47,GAK10,5/4/2013,10,30,<20,0.2
47,GAK10,5/4/2013,8,40,<20,0.1
47,GAK10,5/4/2013,7,50,<20,0.12
47,GAK10,5/4/2013,bucket,0,>20,3.27
47,GAK10,5/4/2013,12,10,>20,3.06
47,GAK10,5/4/2013,11,20,>20,0.3
47,GAK10,5/4/2013,10,30,>20,0.27
47,GAK10,5/4/2013,8,40,>20,0.07
47,GAK10,5/4/2013,7,50,>20,0.46
47,GAK10,5/4/2013,bucket,0,Total,3.77
47,GAK10,5/4/2013,12,10,Total,3.58
47,GAK10,5/4/2013,11,20,Total,0.48
47,GAK10,5/4/2013,10,30,Total,0.48
47,GAK10,5/4/2013,8,40,Total,0.17
47,GAK10,5/4/2013,7,50,Total,0.57
