TXS13,,,,,,
47,GAK10,5/4/2013,bucket,0,Total_Phaeo (µg/L),0.97
47,GAK10,5/4/2013,12,10,Total_Phaeo (µg/L),0.93
47,GAK10,5/4/2013,11,20,Total_Phaeo (µg/L),0.42
47,GAK10,5/4/2013,10,30,Total_Phaeo (µg/L),0.34
47,GAK10,5/4/2013,8,40,Total_Phaeo (µg/L),0.21
47,GAK10,5/4/2013,7,50,Total_Phaeo (µg/L),0.47
48,GAK9i,5/4/2013,bucket,0,<20,0.49
48,GAK9i,5/4/2013,12,10,<20,0.69
48,GAK9i,5/4/2013,11,20,<20,0.55
48,GAK9i,5/4/2013,10,30,<20,0.45
48,GAK9i,5/4/2013,8,40,<20,0.13
48,GAK9i,5/4/2013,7,50,<20,0.09
48,GAK9i,5/4/2013,bucket,0,>20,3.39
48,GAK9i,5/4/2013,12,10,>20,2.2
48,GAK9i,5/4/2013,11,20,>20,1.34
48,GAK9i,5/4/2013,10,30,>20,0.79
48,GAK9i,5/4/2013,8,40,>20,0.12
48,GAK9i,5/4/2013,7,50,>20,0.05
48,GAK9i,5/4/2013,bucket,0,Total,3.88
48,GAK9i,5/4/2013,12,10,Total,2.9
48,GAK9i,5/4/2013,11,20,Total,1.89
48,GAK9i,5/4/2013,10,30,Total,1.24
48,GAK9i,5/4/2013,8,40,Total,0.25
48,GAK9i,5/4/2013,7,50,Total,0.14
48,GAK9i,5/4/2013,bucket,0,Total_Phaeo (µg/L),1.52
48,GAK9i,5/4/2013,12,10,Total_Phaeo (µg/L),1.21
48,GAK9i,5/4/2013,11,20,Total_Phaeo (µg/L),1.02
48,GAK9i,5/4/2013,10,30,Total_Phaeo (µg/L),1.02
48,GAK9i,5/4/2013,8,40,Total_Phaeo (µg/L),0.2
48,GAK9i,5/4/2013,7,50,Total_Phaeo (µg/L),0.22
49,GAK9,5/4/2013,11,0,<20,0.46
49,GAK9,5/4/2013,10,10,<20,0.41
49,GAK9,5/4/2013,8,30,<20,0.27
49,GAK9,5/4/2013,7,40,<20,0.18
49,GAK9,5/4/2013,6,50,<20,0.39
49,GAK9,5/4/2013,11,0,>20,0.63
49,GAK9,5/4/2013,10,10,>20,0.52
49,GAK9,5/4/2013,8,30,>20,0.31
49,GAK9,5/4/2013,7,40,>20,0.09
49,GAK9,5/4/2013,6,50,>20,0.91
49,GAK9,5/4/2013,11,0,Total,1.09
49,GAK9,5/4/2013,10,10,Total,0.93
49,GAK9,5/4/2013,8,30,Total,0.58
49,GAK9,5/4/2013,7,40,Total,0.27
49,GAK9,5/4/2013,6,50,Total,1.29
49,GAK9,5/4/2013,11,0,Total_Phaeo (µg/L),0.41
49,GAK9,5/4/2013,10,10,Total_Phaeo (µg/L),0.29
49,GAK9,5/4/2013,8,30,Total_Phaeo (µg/L),0.38
49,GAK9,5/4/2013,7,40,Total_Phaeo (µg/L),0.27
49,GAK9,5/4/2013,6,50,Total_Phaeo (µg/L),0.69
50,GAK8i,5/4/2013,bucket,0,<20,0.78
50,GAK8i,5/4/2013,12,10,<20,0.97
50,GAK8i,5/4/2013,11,20,<20,0.83
50,GAK8i,5/4/2013,10,30,<20,0.68
50,GAK8i,5/4/2013,8,40,<20,0.46
50,GAK8i,5/4/2013,7,50,<20,0.24
50,GAK8i,5/4/2013,bucket,0,>20,2.74
50,GAK8i,5/4/2013,12,10,>20,2.57
50,GAK8i,5/4/2013,11,20,>20,2.28
50,GAK8i,5/4/2013,10,30,>20,2.33
50,GAK8i,5/4/2013,8,40,>20,0.91
50,GAK8i,5/4/2013,7,50,>20,0.23
50,GAK8i,5/4/2013,bucket,0,Total,3.52
50,GAK8i,5/4/2013,12,10,Total,3.54
50,GAK8i,5/4/2013,11,20,Total,3.11
50,GAK8i,5/4/2013,10,30,Total,3
50,GAK8i,5/4/2013,8,40,Total,1.37
50,GAK8i,5/4/2013,7,50,Total,0.47
50,GAK8i,5/4/2013,bucket,0,Total_Phaeo (µg/L),1.26
50,GAK8i,5/4/2013,12,10,Total_Phaeo (µg/L),1.56
50,GAK8i,5/4/2013,11,20,Total_Phaeo (µg/L),1.29
50,GAK8i,5/4/2013,10,30,Total_Phaeo (µg/L),0.86
50,GAK8i,5/4/2013,8,40,Total_Phaeo (µg/L),1.27
50,GAK8i,5/4/2013,7,50,Total_Phaeo (µg/L),0.96
51,GAK8,5/4/2013,bucket,0,<20,0.66
51,GAK8,5/4/2013,12,10,<20,0.83
51,GAK8,5/4/2013,11,20,<20,0.67
51,GAK8,5/4/2013,10,30,<20,0.54
51,GAK8,5/4/2013,8,40,<20,0.4
51,GAK8,5/4/2013,7,50,<20,0.3
51,GAK8,5/4/2013,bucket,0,>20,4.61
51,GAK8,5/4/2013,12,10,>20,3.31
51,GAK8,5/4/2013,11,20,>20,3.1
51,GAK8,5/4/2013,10,30,>20,1.3
51,GAK8,5/4/2013,8,40,>20,0.41
51,GAK8,5/4/2013,7,50,>20,0.32
51,GAK8,5/4/2013,bucket,0,Total,5.27
51,GAK8,5/4/2013,12,10,Total,4.14
51,GAK8,5/4/2013,11,20,Total,3.77
51,GAK8,5/4/2013,10,30,Total,1.84
51,GAK8,5/4/2013,8,40,Total,0.82
51,GAK8,5/4/2013,7,50,Total,0.62
51,GAK8,5/4/2013,bucket,0,Total_Phaeo (µg/L),0.62
51,GAK8,5/4/2013,12,10,Total_Phaeo (µg/L),1.09
51,GAK8,5/4/2013,11,20,Total_Phaeo (µg/L),2.06
51,GAK8,5/4/2013,10,30,Total_Phaeo (µg/L),0.98
51,GAK8,5/4/2013,8,40,Total_Phaeo (µg/L),0.98
51,GAK8,5/4/2013,7,50,Total_Phaeo (µg/L),0.51
52,GAK7i,5/4/2013,bucket,0,<20,0.7
52,GAK7i,5/4/2013,12,10,<20,0.54
52,GAK7i,5/4/2013,11,20,<20,0.32
52,GAK7i,5/4/2013,10,30,<20,0.34
52,GAK7i,5/4/2013,8,40,<20,0.3
52,GAK7i,5/4/2013,7,50,<20,0.3
52,GAK7i,5/4/2013,bucket,0,>20,1.65
52,GAK7i,5/4/2013,12,10,>20,1.98
52,GAK7i,5/4/2013,11,20,>20,2.8
52,GAK7i,5/4/2013,10,30,>20,3.39
52,GAK7i,5/4/2013,8,40,>20,2.76
52,GAK7i,5/4/2013,7,50,>20,2.07
52,GAK7i,5/4/2013,bucket,0,Total,2.34
52,GAK7i,5/4/2013,12,10,Total,2.52
52,GAK7i,5/4/2013,11,20,Total,3.12
52,GAK7i,5/4/2013,10,30,Total,3.73
52,GAK7i,5/4/2013,8,40,Total,3.06
52,GAK7i,5/4/2013,7,50,Total,2.37
52,GAK7i,5/4/2013,bucket,0,Total_Phaeo (µg/L),0.62
52,GAK7i,5/4/2013,12,10,Total_Phaeo (µg/L),1.48
52,GAK7i,5/4/2013,11,20,Total_Phaeo (µg/L),1.31
52,GAK7i,5/4/2013,10,30,Total_Phaeo (µg/L),1.12
52,GAK7i,5/4/2013,8,40,Total_Phaeo (µg/L),1.43
52,GAK7i,5/4/2013,7,50,Total_Phaeo (µg/L),1.47
53,GAK7,5/5/2013,bucket,0,<20,0.48
53,GAK7,5/5/2013,12,10,<20,0.52
53,GAK7,5/5/2013,11,20,<20,0.48
53,GAK7,5/5/2013,10,30,<20,0.47
53,GAK7,5/5/2013,8,40,<20,0.34
53,GAK7,5/5/2013,7,50,<20,0.32
53,GAK7,5/5/2013,bucket,0,>20,3.77
53,GAK7,5/5/2013,12,10,>20,3.48
53,GAK7,5/5/2013,11,20,>20,3.65
53,GAK7,5/5/2013,10,30,>20,2.3
53,GAK7,5/5/2013,8,40,>20,1.91
53,GAK7,5/5/2013,7,50,>20,1.39
53,GAK7,5/5/2013,bucket,0,Total,4.25
53,GAK7,5/5/2013,12,10,Total,4
53,GAK7,5/5/2013,11,20,Total,4.13
53,GAK7,5/5/2013,10,30,Total,2.77
53,GAK7,5/5/2013,8,40,Total,2.25
53,GAK7,5/5/2013,7,50,Total,1.71
53,GAK7,5/5/2013,bucket,0,Total_Phaeo (µg/L),1.67
53,GAK7,5/5/2013,12,10,Total_Phaeo (µg/L),2.49
53,GAK7,5/5/2013,11,20,Total_Phaeo (µg/L),1.69
53,GAK7,5/5/2013,10,30,Total_Phaeo (µg/L),2.12
53,GAK7,5/5/2013,8,40,Total_Phaeo (µg/L),2
53,GAK7,5/5/2013,7,50,Total_Phaeo (µg/L),1.66
54,GAK6i,5/4/2013,12,0,<20,0.51
54,GAK6i,5/4/2013,11,10,<20,0.53
54,GAK6i,5/4/2013,10,20,<20,0.44
54,GAK6i,5/4/2013,8,30,<20,0.39
54,GAK6i,5/4/2013,7,40,<20,0.41
54,GAK6i,5/4/2013,6,50,<20,0.42
54,GAK6i,5/4/2013,12,0,>20,4.57
54,GAK6i,5/4/2013,11,10,>20,2.05
54,GAK6i,5/4/2013,10,20,>20,5.49
54,GAK6i,5/4/2013,8,30,>20,3.69
54,GAK6i,5/4/2013,7,40,>20,3.48
54,GAK6i,5/4/2013,6,50,>20,2.94
54,GAK6i,5/4/2013,12,0,Total,5.08
54,GAK6i,5/4/2013,11,10,Total,2.58
54,GAK6i,5/4/2013,10,20,Total,5.93
54,GAK6i,5/4/2013,8,30,Total,4.07
54,GAK6i,5/4/2013,7,40,Total,3.88
54,GAK6i,5/4/2013,6,50,Total,3.36
54,GAK6i,5/4/2013,12,0,Total_Phaeo (µg/L),1.65
54,GAK6i,5/4/2013,11,10,Total_Phaeo (µg/L),4.16
54,GAK6i,5/4/2013,10,20,Total_Phaeo (µg/L),1.27
54,GAK6i,5/4/2013,8,30,Total_Phaeo (µg/L),1.17
54,GAK6i,5/4/2013,7,40,Total_Phaeo (µg/L),1.43
54,GAK6i,5/4/2013,6,50,Total_Phaeo (µg/L),1.33
55,GAK6,5/4/2013,11,0,<20,0.49
55,GAK6,5/4/2013,10,10,<20,0.51
55,GAK6,5/4/2013,8,20,<20,0.41
55,GAK6,5/4/2013,7,30,<20,0.34
55,GAK6,5/4/2013,6,40,<20,0.28
55,GAK6,5/4/2013,5,50,<20,0.29
55,GAK6,5/4/2013,11,0,>20,2.68
55,GAK6,5/4/2013,10,10,>20,2.81
55,GAK6,5/4/2013,8,20,>20,2.72
55,GAK6,5/4/2013,7,30,>20,2.35
55,GAK6,5/4/2013,6,40,>20,1.62
55,GAK6,5/4/2013,5,50,>20,1.09
55,GAK6,5/4/2013,11,0,Total,3.17
55,GAK6,5/4/2013,10,10,Total,3.31
55,GAK6,5/4/2013,8,20,Total,3.13
55,GAK6,5/4/2013,7,30,Total,2.68
55,GAK6,5/4/2013,6,40,Total,1.9
55,GAK6,5/4/2013,5,50,Total,1.38
55,GAK6,5/4/2013,11,0,Total_Phaeo (µg/L),1.73
55,GAK6,5/4/2013,10,10,Total_Phaeo (µg/L),2.02
55,GAK6,5/4/2013,8,20,Total_Phaeo (µg/L),3.79
55,GAK6,5/4/2013,7,30,Total_Phaeo (µg/L),4.11
55,GAK6,5/4/2013,6,40,Total_Phaeo (µg/L),1.73
55,GAK6,5/4/2013,5,50,Total_Phaeo (µg/L),1.15
56,GAK5i,5/5/2013,11,0,<20,0.6
56,GAK5i,5/5/2013,10,10,<20,0.54
56,GAK5i,5/5/2013,8,20,<20,0.54
56,GAK5i,5/5/2013,7,30,<20,0.54
56,GAK5i,5/5/2013,6,40,<20,0.61
56,GAK5i,5/5/2013,5,50,<20,0.34
56,GAK5i,5/5/2013,11,0,>20,6.83
56,GAK5i,5/5/2013,10,10,>20,8.8
56,GAK5i,5/5/2013,8,20,>20,8.05
56,GAK5i,5/5/2013,7,30,>20,8.67
56,GAK5i,5/5/2013,6,40,>20,9.14
56,GAK5i,5/5/2013,5,50,>20,4.36
56,GAK5i,5/5/2013,11,0,Total,7.43
56,GAK5i,5/5/2013,10,10,Total,9.34
56,GAK5i,5/5/2013,8,20,Total,8.59
56,GAK5i,5/5/2013,7,30,Total,9.21
56,GAK5i,5/5/2013,6,40,Total,9.75
56,GAK5i,5/5/2013,5,50,Total,4.7
56,GAK5i,5/5/2013,11,0,Total_Phaeo (µg/L),3.58
56,GAK5i,5/5/2013,10,10,Total_Phaeo (µg/L),1.77
56,GAK5i,5/5/2013,8,20,Total_Phaeo (µg/L),2.87
56,GAK5i,5/5/2013,7,30,Total_Phaeo (µg/L),1.78
56,GAK5i,5/5/2013,6,40,Total_Phaeo (µg/L),1.22
56,GAK5i,5/5/2013,5,50,Total_Phaeo (µg/L),1.78
57,GAK5,5/5/2013,11,0,<20,0.49
57,GAK5,5/5/2013,10,10,<20,0.47
57,GAK5,5/5/2013,8,20,<20,0.43
57,GAK5,5/5/2013,7,30,<20,0.27
57,GAK5,5/5/2013,6,40,<20,0.21
57,GAK5,5/5/2013,5,50,<20,0.18
57,GAK5,5/5/2013,11,0,>20,8.76
57,GAK5,5/5/2013,10,10,>20,8.51
57,GAK5,5/5/2013,8,20,>20,9.22
57,GAK5,5/5/2013,7,30,>20,1.89
57,GAK5,5/5/2013,6,40,>20,0.83
57,GAK5,5/5/2013,5,50,>20,0.22
57,GAK5,5/5/2013,11,0,Total,9.25
57,GAK5,5/5/2013,10,10,Total,8.98
57,GAK5,5/5/2013,8,20,Total,9.65
57,GAK5,5/5/2013,7,30,Total,2.16
57,GAK5,5/5/2013,6,40,Total,1.05
57,GAK5,5/5/2013,5,50,Total,0.4
57,GAK5,5/5/2013,11,0,Total_Phaeo (µg/L),2.56
57,GAK5,5/5/2013,10,10,Total_Phaeo (µg/L),2.66
57,GAK5,5/5/2013,8,20,Total_Phaeo (µg/L),1.74
57,GAK5,5/5/2013,7,30,Total_Phaeo (µg/L),2.52
57,GAK5,5/5/2013,6,40,Total_Phaeo (µg/L),1.54
57,GAK5,5/5/2013,5,50,Total_Phaeo (µg/L),0.94
58,GAK4i,5/5/2013,bucket,0,<20,0.45
58,GAK4i,5/5/2013,11,10,<20,1.75
58,GAK4i,5/5/2013,10,20,<20,0.46
58,GAK4i,5/5/2013,8,30,<20,0.47
58,GAK4i,5/5/2013,7,40,<20,0.22
58,GAK4i,5/5/2013,6,50,<20,0.42
58,GAK4i,5/5/2013,bucket,0,>20,9.72
58,GAK4i,5/5/2013,11,10,>20,7.17
58,GAK4i,5/5/2013,10,20,>20,10.85
58,GAK4i,5/5/2013,8,30,>20,10.39
58,GAK4i,5/5/2013,7,40,>20,1.16
58,GAK4i,5/5/2013,6,50,>20,0.96
58,GAK4i,5/5/2013,bucket,0,Total,10.17
58,GAK4i,5/5/2013,11,10,Total,8.91
58,GAK4i,5/5/2013,10,20,Total,11.31
58,GAK4i,5/5/2013,8,30,Total,10.86
58,GAK4i,5/5/2013,7,40,Total,1.38
58,GAK4i,5/5/2013,6,50,Total,1.38
58,GAK4i,5/5/2013,bucket,0,Total_Phaeo (µg/L),1.5
58,GAK4i,5/5/2013,11,10,Total_Phaeo (µg/L),2.53
58,GAK4i,5/5/2013,10,20,Total_Phaeo (µg/L),1.4
58,GAK4i,5/5/2013,8,30,Total_Phaeo (µg/L),1.34
58,GAK4i,5/5/2013,7,40,Total_Phaeo (µg/L),1.02
58,GAK4i,5/5/2013,6,50,Total_Phaeo (µg/L),0.89
59,GAK4,5/5/2013,bucket,0,<20,0.61
59,GAK4,5/5/2013,11,10,<20,0.52
59,GAK4,5/5/2013,10,20,<20,0.56
59,GAK4,5/5/2013,8,30,<20,0.49
59,GAK4,5/5/2013,7,40,<20,0.41
59,GAK4,5/5/2013,6,50,<20,0.39
59,GAK4,5/5/2013,bucket,0,>20,5.78
59,GAK4,5/5/2013,11,10,>20,7.04
59,GAK4,5/5/2013,10,20,>20,5.53
59,GAK4,5/5/2013,8,30,>20,7.92
59,GAK4,5/5/2013,7,40,>20,6.03
59,GAK4,5/5/2013,6,50,>20,3.23
59,GAK4,5/5/2013,bucket,0,Total,6.39
59,GAK4,5/5/2013,11,10,Total,7.56
59,GAK4,5/5/2013,10,20,Total,6.09
59,GAK4,5/5/2013,8,30,Total,8.41
59,GAK4,5/5/2013,7,40,Total,6.45
59,GAK4,5/5/2013,6,50,Total,3.62
59,GAK4,5/5/2013,bucket,0,Total_Phaeo (µg/L),1.64
59,GAK4,5/5/2013,11,10,Total_Phaeo (µg/L),1.76
59,GAK4,5/5/2013,10,20,Total_Phaeo (µg/L),3.06
59,GAK4,5/5/2013,8,30,Total_Phaeo (µg/L),1.43
59,GAK4,5/5/2013,7,40,Total_Phaeo (µg/L),3.85
59,GAK4,5/5/2013,6,50,Total_Phaeo (µg/L),3.05
60,GAK3i,5/5/2013,12,0,<20,0.91
60,GAK3i,5/5/2013,11,10,<20,0.68
60,GAK3i,5/5/2013,10,20,<20,0.6
60,GAK3i,5/5/2013,8,30,<20,0.42
60,GAK3i,5/5/2013,7,40,<20,0.31
60,GAK3i,5/5/2013,6,50,<20,0.22
60,GAK3i,5/5/2013,12,0,>20,10.18
60,GAK3i,5/5/2013,11,10,>20,10.6
60,GAK3i,5/5/2013,10,20,>20,5.7
60,GAK3i,5/5/2013,8,30,>20,3.56
60,GAK3i,5/5/2013,7,40,>20,2.12
60,GAK3i,5/5/2013,6,50,>20,0.93
60,GAK3i,5/5/2013,12,0,Total,11.1
60,GAK3i,5/5/2013,11,10,Total,11.28
60,GAK3i,5/5/2013,10,20,Total,6.29
60,GAK3i,5/5/2013,8,30,Total,3.99
60,GAK3i,5/5/2013,7,40,Total,2.43
60,GAK3i,5/5/2013,6,50,Total,1.15
60,GAK3i,5/5/2013,12,0,Total_Phaeo (µg/L),2.52
60,GAK3i,5/5/2013,11,10,Total_Phaeo (µg/L),2.08
60,GAK3i,5/5/2013,10,20,Total_Phaeo (µg/L),3.12
60,GAK3i,5/5/2013,8,30,Total_Phaeo (µg/L),2.74
60,GAK3i,5/5/2013,7,40,Total_Phaeo (µg/L),1.15
60,GAK3i,5/5/2013,6,50,Total_Phaeo (µg/L),0.71
61,GAK3,5/5/2013,bucket,0,<20,0.67
61,GAK3,5/5/2013,11,10,<20,0.38
61,GAK3,5/5/2013,10,20,<20,0.38
61,GAK3,5/5/2013,8,30,<20,0.31
61,GAK3,5/5/2013,7,40,<20,0.32
61,GAK3,5/5/2013,6,50,<20,0.34
61,GAK3,5/5/2013,bucket,0,>20,6.91
61,GAK3,5/5/2013,11,10,>20,5.99
61,GAK3,5/5/2013,10,20,>20,5.82
61,GAK3,5/5/2013,8,30,>20,3.44
61,GAK3,5/5/2013,7,40,>20,2.93
61,GAK3,5/5/2013,6,50,>20,2.6
61,GAK3,5/5/2013,bucket,0,Total,7.58
61,GAK3,5/5/2013,11,10,Total,6.37
61,GAK3,5/5/2013,10,20,Total,6.2
61,GAK3,5/5/2013,8,30,Total,3.74
61,GAK3,5/5/2013,7,40,Total,3.25
61,GAK3,5/5/2013,6,50,Total,2.94
61,GAK3,5/5/2013,bucket,0,Total_Phaeo (µg/L),2.81
61,GAK3,5/5/2013,11,10,Total_Phaeo (µg/L),2.46
61,GAK3,5/5/2013,10,20,Total_Phaeo (µg/L),3.02
61,GAK3,5/5/2013,8,30,Total_Phaeo (µg/L),2.47
61,GAK3,5/5/2013,7,40,Total_Phaeo (µg/L),1.72
61,GAK3,5/5/2013,6,50,Total_Phaeo (µg/L),1.82
62,GAK2i,5/5/2013,12,0,<20,8.13
62,GAK2i,5/5/2013,11,10,<20,6.62
62,GAK2i,5/5/2013,10,20,<20,0.58
62,GAK2i,5/5/2013,8,30,<20,0.47
62,GAK2i,5/5/2013,7,40,<20,0.31
62,GAK2i,5/5/2013,6,50,<20,0.34
62,GAK2i,5/5/2013,12,0,>20,6.75
62,GAK2i,5/5/2013,11,10,>20,5.57
62,GAK2i,5/5/2013,10,20,>20,4.65
62,GAK2i,5/5/2013,8,30,>20,3.69
62,GAK2i,5/5/2013,7,40,>20,1.81
62,GAK2i,5/5/2013,6,50,>20,2
62,GAK2i,5/5/2013,12,0,Total,14.88
62,GAK2i,5/5/2013,11,10,Total,12.19
62,GAK2i,5/5/2013,10,20,Total,5.23
62,GAK2i,5/5/2013,8,30,Total,4.15
62,GAK2i,5/5/2013,7,40,Total,2.12
62,GAK2i,5/5/2013,6,50,Total,2.33
62,GAK2i,5/5/2013,12,0,Total_Phaeo (µg/L),2.68
62,GAK2i,5/5/2013,11,10,Total_Phaeo (µg/L),2.03
62,GAK2i,5/5/2013,10,20,Total_Phaeo (µg/L),1.2
62,GAK2i,5/5/2013,8,30,Total_Phaeo (µg/L),2.85
62,GAK2i,5/5/2013,7,40,Total_Phaeo (µg/L),1.49
62,GAK2i,5/5/2013,6,50,Total_Phaeo (µg/L),1.54
63,GAK2,5/5/2013,12,0,<20,1.06
63,GAK2,5/5/2013,11,10,<20,1.01
63,GAK2,5/5/2013,10,20,<20,0.49
63,GAK2,5/5/2013,8,30,<20,0.08
63,GAK2,5/5/2013,7,40,<20,0.38
63,GAK2,5/5/2013,6,50,<20,0.28
63,GAK2,5/5/2013,12,0,>20,10.56
63,GAK2,5/5/2013,11,10,>20,11.9
63,GAK2,5/5/2013,10,20,>20,8.26
63,GAK2,5/5/2013,8,30,>20,3.73
63,GAK2,5/5/2013,7,40,>20,4.15
63,GAK2,5/5/2013,6,50,>20,1.52
63,GAK2,5/5/2013,12,0,Total,11.62
63,GAK2,5/5/2013,11,10,Total,12.91
63,GAK2,5/5/2013,10,20,Total,8.75
63,GAK2,5/5/2013,8,30,Total,3.81
63,GAK2,5/5/2013,7,40,Total,4.53
63,GAK2,5/5/2013,6,50,Total,1.79
63,GAK2,5/5/2013,12,0,Total_Phaeo (µg/L),1.03
63,GAK2,5/5/2013,11,10,Total_Phaeo (µg/L),1.03
63,GAK2,5/5/2013,10,20,Total_Phaeo (µg/L),2.12
63,GAK2,5/5/2013,8,30,Total_Phaeo (µg/L),2.24
63,GAK2,5/5/2013,7,40,Total_Phaeo (µg/L),1.5
63,GAK2,5/5/2013,6,50,Total_Phaeo (µg/L),2.12
64,GAK1i,5/5/2013,12,0,<20,0.43
64,GAK1i,5/5/2013,11,10,<20,0.57
64,GAK1i,5/5/2013,10,20,<20,0.39
64,GAK1i,5/5/2013,8,30,<20,0.43
64,GAK1i,5/5/2013,7,40,<20,0.38
64,GAK1i,5/5/2013,6,50,<20,0.35
64,GAK1i,5/5/2013,12,0,>20,3.86
64,GAK1i,5/5/2013,11,10,>20,5.15
64,GAK1i,5/5/2013,10,20,>20,3.1
64,GAK1i,5/5/2013,8,30,>20,2.56
64,GAK1i,5/5/2013,7,40,>20,2.12
64,GAK1i,5/5/2013,6,50,>20,1.4
64,GAK1i,5/5/2013,12,0,Total,4.28
64,GAK1i,5/5/2013,11,10,Total,5.72
64,GAK1i,5/5/2013,10,20,Total,3.49
64,GAK1i,5/5/2013,8,30,Total,3
64,GAK1i,5/5/2013,7,40,Total,2.5
64,GAK1i,5/5/2013,6,50,Total,1.76
64,GAK1i,5/5/2013,12,0,Total_Phaeo (µg/L),1.25
64,GAK1i,5/5/2013,11,10,Total_Phaeo (µg/L),1.89
64,GAK1i,5/5/2013,10,20,Total_Phaeo (µg/L),2.67
64,GAK1i,5/5/2013,8,30,Total_Phaeo (µg/L),1.48
64,GAK1i,5/5/2013,7,40,Total_Phaeo (µg/L),1.7
64,GAK1i,5/5/2013,6,50,Total_Phaeo (µg/L),1.83
65,GAK1,5/5/2013,bucket,0,<20,0.36
65,GAK1,5/5/2013,12,10,<20,0.4
65,GAK1,5/5/2013,11,20,<20,0.34
65,GAK1,5/5/2013,10,30,<20,0.47
65,GAK1,5/5/2013,8,40,<20,0.41
65,GAK1,5/5/2013,7,50,<20,0.4
65,GAK1,5/5/2013,bucket,0,>20,1.92
65,GAK1,5/5/2013,12,10,>20,2.84
65,GAK1,5/5/2013,11,20,>20,2.44
65,GAK1,5/5/2013,10,30,>20,2.66
65,GAK1,5/5/2013,8,40,>20,4.4
65,GAK1,5/5/2013,7,50,>20,4.02
65,GAK1,5/5/2013,bucket,0,Total,2.28
65,GAK1,5/5/2013,12,10,Total,3.24
65,GAK1,5/5/2013,11,20,Total,2.78
65,GAK1,5/5/2013,10,30,Total,3.13
65,GAK1,5/5/2013,8,40,Total,4.81
65,GAK1,5/5/2013,7,50,Total,4.42
65,GAK1,5/5/2013,bucket,0,Total_Phaeo (µg/L),0.67
65,GAK1,5/5/2013,12,10,Total_Phaeo (µg/L),0.87
65,GAK1,5/5/2013,11,20,Total_Phaeo (µg/L),1.12
65,GAK1,5/5/2013,10,30,Total_Phaeo (µg/L),1.01
65,GAK1,5/5/2013,8,40,Total_Phaeo (µg/L),1.72
65,GAK1,5/5/2013,7,50,Total_Phaeo (µg/L),1.88
